cliente,vendedor,unidade,mes,produto,status,marca,tipo_pagamento,tipo_frete,prazo,valor_total
Lucas Gabriel Pires,Luiz Henrique Rodrigues,Aparecida da Mata,2025-08,Óleo Vegetal Refinado 20kg,Entregue,SmartAgro,Prazo,CIF,de 61 à 120,"2364,221"
Srta. Isabela Cavalcanti,Diogo Lopes,Câmara do Norte,2025-08,Ração Orgânico 1L,Entregue,SmartAgro,Prazo,CIF,até 30,"14010,027"
Aylla Lopes,Pietro Camargo,da Mota,2025-08,Café Refinado 1kg,Entregue,SmartAgro,Prazo,CIF,até 30,"9186,903"
Dra. Stella Camargo,Bianca Sales,Souza da Mata,2025-08,Farinha Orgânico 20kg,Entregue,VittaMais,Prazo,CIF,até 30,"2484,214"
Theodoro Sousa,Lorena Andrade,Andrade das Pedras,2025-08,Ração Orgânico 1L,Entregue,VittaMais,Crédito Rural,CIF,de 31 à 60,"11924,225"
Isabelly Ribeiro,Ana Lívia Montenegro,Mendes,2025-08,Óleo Vegetal Orgânico 250ml,Entregue,BlueFarm,Prazo,CIF,de 31 à 60,"2249,854"
José Miguel Rocha,Antonella Camargo,Borges de Rezende,2025-08,Fertilizante Premium 25kg,Entregue,TerraForte,Prazo,CIF,até 30,"2531,086"
Liz Teixeira,Dra. Ana Clara da Cunha,Gomes Grande,2025-08,Café Integral 5L,Entregue,PrimeFood,Prazo,CIF,até 30,"1012,434"
Cecilia Cassiano,Dra. Maria Isis Cavalcanti,Farias,2025-08,Arroz Integral 20kg,Entregue,SmartAgro,Prazo,CIF,mais que 180,"1249,929"
Renan Gonçalves,Ana Cecília da Conceição,Teixeira,2025-08,Arroz Natural 1kg,Entregue,SmartAgro,Prazo,CIF,de 61 à 120,"14483,434"
Caio Pacheco,Isabelly das Neves,Mendonça,2025-08,Soja Extra 500g,Entregue,NovaTech,Prazo,CIF,até 30,"2906,061"
Eloá Pereira,Dra. Cecilia Duarte,Teixeira do Sul,2025-08,Fertilizante Select 10kg,Entregue,NovaTech,Pagamento parcelado,CIF,de 61 à 120,"16798,909"
Júlia Vargas,Dr. Breno Vieira,Sousa da Mata,2025-08,Café Natural 1L,Entregue,EcoLine,Pagamento parcelado,CIF,de 61 à 120,"9449,386"
Lucas Casa Grande,Thales Melo,Pastor,2025-08,Açúcar Orgânico 500g,Entregue,BlueFarm,Crédito Rural,CIF,de 31 à 60,"11219,271"
Ana Costela,Maria Fernanda Campos,Almeida do Campo,2025-08,Farinha Natural 250ml,Entregue,BioVida,Crédito Rural,CIF,de 31 à 60,"13049,152"
Srta. Helena Macedo,Thiago Costa,Cirino das Pedras,2025-08,Inseticida Select 5L,A Entregar,VittaMais,Crédito Rural,CIF,de 31 à 60,"45541,729"
Bianca Monteiro,Luiz Fernando Guerra,Ribeiro das Flores,2025-08,Soja Refinado 10kg,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"5118,417"
Eduardo Aragão,Sra. Emanuella Correia,da Conceição dos Dourados,2025-08,Ração Extra 25kg,A Entregar,VittaMais,Prazo,CIF,de 61 à 120,"1867,941"
Augusto Duarte,Dr. Daniel Brito,Silveira do Norte,2025-08,Feijão Select 20kg,Entregue,SkyMarket,Prazo,CIF,mais que 180,"20642,409"
Maria Clara Vargas,Kaique Freitas,Correia,2025-08,Arroz Orgânico 250ml,A Entregar,SkyMarket,Prazo,CIF,de 31 à 60,"6168,349"
Olívia Costa,João Lucas da Luz,Vasconcelos,2025-08,Fertilizante Fortificado 250ml,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"17488,864"
Maria Helena Rezende,Isaque da Rosa,Caldeira,2025-08,Arroz Extra 5L,Entregue,SmartAgro,Prazo,CIF,mais que 180,"15591,487"
Antonella Viana,Sr. Luigi da Rosa,da Rocha,2025-08,Milho Refinado 1L,Entregue,NovaTech,Pagamento parcelado,FOB,de 61 à 120,"4865,909"
Melina Costela,Allana Jesus,Pinto,2025-08,Óleo Vegetal Extra 500g,A Entregar,TerraForte,Pagamento parcelado,FOB,de 61 à 120,"12949,596"
Rafaela Borges,Raquel Nogueira,Andrade de da Rosa,2025-08,Suplemento Premium 250ml,Entregue,PrimeFood,Crédito Rural,CIF,de 31 à 60,"25142,117"
Thomas da Luz,Maria Luiza Lima,Farias,2025-08,Fertilizante Orgânico 5L,Entregue,AgroPlus,Pagamento à vista,CIF,até 30,"17436,367"
Bruna da Rocha,Sr. Otávio Aragão,Garcia,2025-08,Milho Especial 1kg,Entregue,BlueFarm,Prazo,CIF,de 61 à 120,"14469,372"
Benicio Sales,Felipe da Rosa,da Cruz,2025-08,Adubo Natural 10kg,Entregue,SmartAgro,Prazo,CIF,mais que 180,"49046,813"
Maria Clara Casa Grande,Larissa Andrade,Cavalcanti,2025-08,Milho Fortificado 25kg,A Entregar,SkyMarket,Prazo,CIF,de 61 à 120,"2731,323"
Srta. Kamilly Machado,Bruno Machado,Machado,2025-08,Adubo Orgânico 1L,Entregue,BioVida,Prazo,CIF,até 30,"48954,007"
Valentim Viana,Maysa Moreira,Melo,2025-08,Adubo Integral 20kg,Entregue,NovaTech,Crédito Rural,CIF,de 31 à 60,"8414,453"
Rhavi Cassiano,Marcelo Ramos,Casa Grande,2025-08,Soja Tradicional 25kg,Entregue,TerraForte,Prazo,CIF,mais que 180,"49496,784"
Rael Pacheco,Luana Jesus,Araújo da Praia,2025-08,Ração Premium 1L,Entregue,BlueFarm,Prazo,CIF,até 30,"3924,12"
Sarah da Paz,Sr. Rhavi Garcia,Barros,2025-08,Soja Premium 250ml,Entregue,AgroPlus,Prazo,CIF,mais que 180,"74860,136"
Maria Vieira,Léo da Paz,Montenegro da Serra,2025-08,Fertilizante Extra 10kg,Entregue,SmartAgro,Prazo,CIF,mais que 180,"6872,741"
Ana Liz da Mota,Maria Luísa Costela,Vargas de Costela,2025-08,Semente Orgânico 5L,Entregue,NovaTech,Prazo,CIF,mais que 180,"6142,101"
Thales Porto,Sra. Mirella Azevedo,Duarte,2025-08,Arroz Premium 1kg,Entregue,AgroPlus,Crédito Rural,CIF,de 31 à 60,"10724,303"
Gustavo Henrique Barros,Alícia das Neves,da Rocha,2025-08,Inseticida Extra 10kg,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"34685,247"
Valentina Vasconcelos,Maya Sousa,Caldeira de Leão,2025-07,Adubo Fortificado 5L,A Entregar,AgroPlus,Prazo,CIF,até 30,"689,018"
Maria Cecília Sousa,Luiz Fernando Correia,Novais de Peixoto,2025-07,Adubo Orgânico 1kg,A Entregar,VittaMais,Crédito Rural,CIF,de 31 à 60,"17230,881"
Kamilly da Cunha,Bento da Conceição,Moura Alegre,2025-08,Produto Orgânico Orgânico 1kg,Entregue,AgroPlus,Prazo,CIF,mais que 180,"4911,243"
Ana Sophia Pereira,Augusto Pastor,da Paz,2025-06,Fertilizante Especial 1kg,Entregue,TerraForte,Prazo,CIF,de 61 à 120,"2024,868"
Yago Garcia,Maria Flor da Cunha,da Mata da Serra,2025-08,Soja Integral 500g,Entregue,EcoLine,Prazo,FOB,mais que 180,"16330,189"
Eduarda da Paz,Maria Luísa Nunes,da Rocha,2025-08,Adubo Especial 10kg,Aprovado,BlueFarm,,,,"0,787"
Isis Andrade,Lorenzo Ferreira,Mendes,2025-08,Açúcar Tradicional 10kg,Aprovado,SkyMarket,,,,"0,176"
Juliana Pinto,Sra. Manuela Santos,Aragão de Monteiro,2025-08,Herbicida Orgânico 1kg,Aprovado,BlueFarm,,,,"0,046"
Bianca da Costa,Arthur Cirino,Almeida,2025-08,Farinha Integral 25kg,Aprovado,EcoLine,,,,"0,211"
Anthony Porto,Manuela Silveira,Araújo,2025-08,Inseticida Select 500g,Aprovado,EcoLine,,,,"483,344"
Dra. Luara Peixoto,Vinicius Câmara,Ramos,2025-08,Ração Premium 20kg,Entregue,BioVida,Prazo,CIF,de 61 à 120,"4022,551"
Diogo Barros,Daniel Castro,Novais,2025-08,Inseticida Tradicional 250ml,Entregue,SkyMarket,Prazo,CIF,de 61 à 120,"3082,3"
Sr. Benjamin Santos,João Guilherme Sousa,Silva,2025-09,Semente Integral 500g,Entregue,NovaTech,Crédito Rural,CIF,de 31 à 60,"22033,568"
Nicole da Mota,Miguel Almeida,Fogaça Paulista,2025-09,Ração Especial 5L,A Entregar,BlueFarm,Crédito Rural,CIF,de 31 à 60,"8543,82"
Anthony Gabriel da Cunha,Luiz Henrique Moreira,Ribeiro do Galho,2025-08,Farinha Tradicional 500g,Entregue,EcoLine,Crédito Rural,CIF,de 31 à 60,"970,249"
Otto da Mata,Pietra Freitas,Alves do Campo,2025-08,Açúcar Fortificado 1L,Entregue,BioVida,Pagamento parcelado,CIF,de 61 à 120,"16028,521"
Ravy Sampaio,Mariane Lopes,Montenegro,2025-08,Adubo Extra 20kg,Entregue,BioVida,Prazo,CIF,de 31 à 60,"7686,251"
Sr. Yan Cavalcante,Gael Teixeira,Santos,2025-09,Suplemento Fortificado 20kg,Entregue,EcoLine,Prazo,CIF,mais que 180,"16738,912"
Henry Gabriel Fernandes,Mateus Moraes,Fernandes,2025-09,Café Orgânico 1L,Entregue,EcoLine,Prazo,CIF,de 61 à 120,"31189,536"
Anthony Gabriel Montenegro,Caroline Fogaça,Câmara,2025-08,Farinha Integral 25kg,Entregue,VittaMais,Prazo,CIF,de 31 à 60,"11201,46"
Alícia Cavalcante,Alana Ferreira,da Rocha de Sampaio,2025-07,Soja Extra 5L,Entregue,BioVida,Prazo,CIF,mais que 180,"8775,367"
Brenda Andrade,João Felipe da Mata,Souza de Vieira,2025-08,Adubo Especial 25kg,Entregue,TerraForte,Crédito Rural,CIF,de 31 à 60,"16491,429"
Srta. Cecília Farias,Dra. Alícia Costa,Leão,2025-09,Ração Select 1kg,Entregue,SmartAgro,Crédito Rural,CIF,de 31 à 60,"4134,106"
Cecília da Conceição,Dr. Pedro Lucas Fonseca,Cavalcanti do Sul,2025-09,Café Orgânico 1kg,A Entregar,BlueFarm,Prazo,FOB,até 30,"2981,056"
Carlos Eduardo Porto,Alice Viana,Ramos da Prata,2025-08,Adubo Orgânico 500g,Entregue,TerraForte,Crédito Rural,CIF,de 31 à 60,"1894,377"
Kaique Marques,Henry Gabriel Duarte,Alves das Pedras,2025-09,Inseticida Fortificado 25kg,A Entregar,VittaMais,Prazo,CIF,de 31 à 60,"10293,081"
Ana Laura Almeida,Luana Ribeiro,Peixoto de Leão,2025-08,Semente Natural 250ml,Entregue,NovaTech,Prazo,CIF,de 31 à 60,"2427,967"
Cauã Sousa,Joana Oliveira,Barbosa de Goiás,2025-07,Produto Orgânico Tradicional 500g,Entregue,VittaMais,Prazo,CIF,mais que 180,"21213,309"
Maria Clara Pacheco,Srta. Juliana Correia,Guerra,2025-07,Produto Orgânico Select 5L,Entregue,BioVida,Prazo,CIF,mais que 180,"16602,046"
Srta. Maria Isis Barbosa,Heloísa Ramos,Alves Alegre,2025-07,Açúcar Tradicional 20kg,Entregue,PrimeFood,Prazo,CIF,mais que 180,"26363,787"
Ísis Dias,André Costa,Campos Grande,2025-08,Suplemento Refinado 5L,Entregue,TerraForte,Pagamento parcelado,CIF,de 61 à 120,"13319,135"
Mateus Fonseca,Guilherme Camargo,Peixoto,2025-08,Adubo Extra 5L,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"3712,259"
Maria Liz Teixeira,Davi Lucas Camargo,Almeida da Prata,2025-08,Óleo Vegetal Refinado 20kg,Entregue,SkyMarket,Crédito Rural,CIF,de 31 à 60,"12755,171"
Melina da Mata,Mathias Fogaça,Azevedo de Minas,2025-07,Feijão Especial 5L,Entregue,VittaMais,Crédito Rural,CIF,de 31 à 60,"11027,079"
Agatha Machado,Marcos Vinicius Casa Grande,Almeida,2025-08,Adubo Fortificado 25kg,Entregue,SkyMarket,Crédito Rural,CIF,de 31 à 60,"31685,441"
Sra. Melissa Farias,Isadora Fernandes,Nascimento de Moraes,2025-08,Açúcar Select 5L,Entregue,TerraForte,Crédito Rural,CIF,de 31 à 60,"5079,045"
João Guerra,Sr. Kaique Carvalho,Campos do Campo,2025-08,Açúcar Tradicional 1kg,Entregue,TerraForte,Crédito Rural,CIF,de 31 à 60,"4137,481"
Felipe Costa,Rafaela da Mata,Pastor,2025-08,Farinha Fortificado 10kg,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"7945,734"
Ester Montenegro,Paulo Barros,Nascimento,2025-08,Feijão Refinado 10kg,Entregue,AgroPlus,Crédito Rural,CIF,de 31 à 60,"8409,954"
Ian Cunha,Luiz Otávio Brito,Nascimento,2025-08,Feijão Especial 500g,Entregue,TerraForte,Crédito Rural,CIF,de 31 à 60,"1051,244"
Maria Pacheco,Sr. Carlos Eduardo Fernandes,Barros de da Rosa,2025-08,Milho Orgânico 5L,Entregue,PrimeFood,Pagamento parcelado,CIF,de 61 à 120,"21510,477"
Pedro Henrique Garcia,Emanuelly Leão,Nogueira de Vieira,2025-08,Produto Orgânico Especial 250ml,Entregue,EcoLine,Pagamento parcelado,CIF,de 61 à 120,"2793,569"
Rebeca Camargo,Maria Julia Viana,Cavalcanti dos Dourados,2025-08,Feijão Fortificado 1L,Entregue,PrimeFood,Pagamento parcelado,CIF,de 61 à 120,"42182,884"
Juan Viana,Cauã Ribeiro,Alves,2025-08,Fertilizante Tradicional 10kg,Entregue,AgroPlus,Pagamento parcelado,CIF,de 61 à 120,"83807,055"
Dr. Vitor Gabriel Albuquerque,Arthur Gabriel Lima,Barbosa,2025-08,Óleo Vegetal Natural 20kg,Entregue,EcoLine,Crédito Rural,CIF,de 31 à 60,"29811,013"
Alice Campos,Milena Lopes,Jesus dos Dourados,2025-08,Arroz Select 500g,Entregue,NovaTech,Prazo,CIF,de 61 à 120,"1723,95"
Otto Garcia,Marcos Vinicius Sousa,Andrade da Prata,2025-08,Semente Fortificado 250ml,Entregue,SmartAgro,Prazo,CIF,de 61 à 120,"5394,025"
Sra. Heloísa Porto,Raul da Luz,Barbosa do Norte,2025-08,Soja Orgânico 250ml,Entregue,TerraForte,Prazo,CIF,até 30,"2580,207"
Ana Clara da Paz,Dra. Ana Clara Novais,Siqueira da Mata,2025-08,Adubo Integral 500g,Entregue,AgroPlus,Prazo,CIF,até 30,"3366,344"
Dr. Matteo Souza,Gustavo Henrique Albuquerque,Pimenta,2025-08,Inseticida Natural 1kg,A Entregar,SmartAgro,Crédito Rural,CIF,de 31 à 60,"7444,463"
Rebeca Marques,Sara Brito,Casa Grande de Minas,2025-08,Suplemento Orgânico 10kg,A Entregar,SmartAgro,Crédito Rural,CIF,de 31 à 60,"2400,946"
Luiz Otávio Melo,Guilherme Pastor,da Cruz,2025-08,Milho Orgânico 250ml,A Entregar,PrimeFood,Crédito Rural,CIF,de 31 à 60,"1272,574"
Henrique Farias,Enzo Gabriel Pires,Moraes,2025-08,Óleo Vegetal Extra 500g,Entregue,PrimeFood,Prazo,CIF,até 30,"6732,688"
João Felipe Garcia,Sabrina Rezende,Leão,2025-08,Açúcar Fortificado 500g,Entregue,TerraForte,Prazo,CIF,até 30,"2437,342"
Ana Julia Santos,Elisa Aragão,Pastor do Campo,2025-08,Óleo Vegetal Extra 25kg,A Entregar,SkyMarket,Prazo,CIF,mais que 180,"8525,101"
Cecília Cavalcante,Rafaela Barbosa,Moreira do Amparo,2025-08,Inseticida Natural 500g,A Entregar,BioVida,Prazo,CIF,mais que 180,"9472,335"
Isabella Gonçalves,Davi Brito,Melo de Andrade,2025-08,Farinha Integral 5L,Entregue,BioVida,Crédito Rural,CIF,de 31 à 60,"13592,867"
Luna Lopes,Sra. Heloisa Pimenta,Albuquerque de Aragão,2025-08,Óleo Vegetal Select 1L,Entregue,PrimeFood,Crédito Rural,CIF,de 31 à 60,"10724,303"
Dr. Apollo Costela,Ana Cecília da Mota,Viana,2025-08,Farinha Especial 250ml,Entregue,BlueFarm,Crédito Rural,CIF,de 31 à 60,"13592,867"
Yuri Moraes,Maria Liz Fogaça,Farias do Sul,2025-08,Ração Tradicional 10kg,Entregue,BioVida,Prazo,FOB,até 30,"1396,784"
Sr. Francisco da Mota,Otávio Teixeira,Macedo dos Dourados,2025-08,Óleo Vegetal Select 250ml,Entregue,AgroPlus,Prazo,CIF,mais que 180,"4274,722"
Maysa Correia,Julia da Mata,Silva,2025-08,Herbicida Orgânico 10kg,Entregue,SmartAgro,Crédito Rural,CIF,de 31 à 60,"8699,435"
Arthur Melo,Rhavi da Luz,Azevedo Verde,2025-08,Herbicida Fortificado 1L,Entregue,VittaMais,Crédito Rural,CIF,de 31 à 60,"8699,435"
Camila Dias,Srta. Stephany Carvalho,Sá da Serra,2025-08,Arroz Fortificado 10kg,Entregue,PrimeFood,Crédito Rural,CIF,de 31 à 60,"1051,244"
Sr. Enzo Leão,Sophia Vieira,Sampaio da Prata,2025-08,Produto Orgânico Orgânico 500g,Entregue,EcoLine,Crédito Rural,CIF,de 31 à 60,"8219,466"
Catarina Oliveira,Enzo Novais,Gonçalves,2025-08,Adubo Integral 25kg,Entregue,AgroPlus,Pagamento parcelado,CIF,de 61 à 120,"10419,636"
Dra. Maria Luísa Dias,Milena Silva,Albuquerque de Goiás,2025-08,Herbicida Tradicional 20kg,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"3674,761"
Thomas Cavalcante,Dra. Ana Lívia Novais,Melo de Viana,2025-08,Soja Integral 25kg,Novo,VittaMais,Crédito Rural,FOB,de 31 à 60,"1982,095"
Luan Guerra,Mirella Borges,Vieira,2025-08,Arroz Especial 25kg,Entregue,TerraForte,Prazo,CIF,de 31 à 60,"1874,878"
Maria Eduarda Souza,Ana Beatriz Fonseca,Farias,2025-08,Herbicida Fortificado 250ml,Entregue,PrimeFood,Pagamento parcelado,CIF,de 61 à 120,"2283,602"
Dr. Ian Siqueira,Mariana Macedo,Jesus,2025-08,Feijão Refinado 500g,Entregue,BlueFarm,Prazo,FOB,de 121 à 180,"3915,589"
Eloá Albuquerque,Cauã Campos,Dias da Prata,2025-08,Produto Orgânico Especial 25kg,Entregue,VittaMais,Pagamento parcelado,CIF,de 61 à 120,1918
Luara Vargas,Dr. Luiz Otávio Gomes,Cassiano,2025-09,Açúcar Orgânico 500g,Entregue,SkyMarket,Crédito Rural,CIF,de 31 à 60,"22033,568"
Arthur Macedo,Lorenzo Fogaça,Leão das Flores,2025-09,Milho Integral 250ml,Entregue,SkyMarket,Prazo,CIF,de 31 à 60,"5774,625"
Sr. João Gabriel Pastor,Srta. Sofia Aragão,Gonçalves,2025-08,Soja Select 1kg,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"18410,929"
Emanuel da Costa,Lucca Sampaio,Cavalcanti de Minas,2025-08,Inseticida Fortificado 25kg,Entregue,SkyMarket,Crédito Rural,CIF,de 31 à 60,"5137,166"
Sabrina Castro,Milena Rodrigues,Leão,2025-08,Farinha Natural 1L,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"3593,392"
Larissa Costa,Benjamim Freitas,Alves do Amparo,2025-09,Ração Tradicional 1kg,Novo,VittaMais,Prazo,CIF,mais que 180,"1049,932"
Elisa Fogaça,Ana Liz Alves,Costela,2025-06,Milho Especial 1L,Entregue,VittaMais,Crédito Rural,CIF,de 31 à 60,"3515,397"
Nicolas Pereira,Isabel Machado,Pires,2025-09,Semente Integral 20kg,Entregue,EcoLine,Prazo,FOB,até 30,"2690,544"
Elisa Leão,Srta. Eloá Peixoto,Abreu do Sul,2025-08,Feijão Natural 25kg,Novo,TerraForte,Prazo,FOB,até 30,"542,777"
Antony Gonçalves,Alícia da Cunha,Alves,2025-08,Herbicida Refinado 20kg,Entregue,VittaMais,Prazo,CIF,mais que 180,"8661,937"
Stephany Cavalcanti,Oliver Pimenta,Viana,2025-09,Soja Extra 5L,Entregue,TerraForte,Prazo,CIF,de 61 à 120,"18649,413"
Raul Campos,Sr. Kaique Moraes,das Neves do Oeste,2025-08,Adubo Fortificado 250ml,Novo,VittaMais,Prazo,FOB,de 61 à 120,"16086,455"
João Montenegro,Benício da Costa,Sales,2025-08,Arroz Fortificado 1kg,A Entregar,BioVida,Prazo,CIF,até 30,"16680,791"
Maria Júlia Almeida,Ravi Lucca Novaes,da Costa Verde,2025-08,Produto Orgânico Tradicional 1kg,Entregue,PrimeFood,Prazo,CIF,mais que 180,"10827,422"
Mariah Machado,Isaac Ramos,Marques,2025-08,Semente Premium 10kg,Aprovado,SkyMarket,,,,"120,836"
Henry Gabriel da Costa,Isabel Barbosa,Duarte de Minas,2025-08,Café Integral 250ml,Aprovado,AgroPlus,,,,"558,245"
Sr. Dante Sá,Ravy Mendes,Marques,2025-08,Ração Especial 20kg,Aprovado,SkyMarket,,,,"0,343"
Vitória Pacheco,Anthony Gabriel Castro,Macedo,2025-08,Arroz Orgânico 250ml,Aprovado,PrimeFood,,,,"0,124"
Dr. Davi Lucas Moura,Sr. Henrique Marques,Guerra,2025-08,Soja Natural 500g,Aprovado,PrimeFood,,,,"144,834"
Valentim Montenegro,Sr. João Vitor Porto,da Cunha de Rodrigues,2025-08,Produto Orgânico Tradicional 1L,Aprovado,EcoLine,,,,"0,236"
Dr. Murilo Moura,Lorena Pastor,Cirino,2025-08,Ração Tradicional 20kg,Aprovado,BioVida,,,,"0,088"
Ian Pereira,Heloísa Melo,Oliveira do Amparo,2025-08,Fertilizante Extra 1L,Aprovado,EcoLine,,,,"0,046"
Matteo Siqueira,Lavínia Moura,Caldeira,2025-08,Óleo Vegetal Refinado 250ml,Aprovado,PrimeFood,,,,"0,232"
Manuella Araújo,Lívia Farias,Campos Paulista,2025-08,Produto Orgânico Integral 20kg,Aprovado,VittaMais,,,,"0,127"
João Lucas Nunes,Ryan Marques,Machado,2025-08,Milho Fortificado 10kg,Aprovado,AgroPlus,,,,"0,12"
Sophia Souza,Matteo Albuquerque,Teixeira,2025-08,Açúcar Orgânico 10kg,Aprovado,BlueFarm,,,,"0,016"
Ayla da Conceição,Lívia Pereira,Castro do Norte,2025-08,Feijão Natural 1L,Entregue,AgroPlus,Prazo,CIF,até 30,"11103,029"
Luiza Cirino,Ravi Silveira,Macedo,2025-08,Milho Premium 1kg,Entregue,NovaTech,Prazo,CIF,de 31 à 60,"18766,781"
Luiz Henrique Nascimento,Maria Sophia Casa Grande,Azevedo Grande,2025-08,Suplemento Premium 10kg,Entregue,BioVida,Prazo,CIF,de 31 à 60,"29660,573"
Dr. Cauê Porto,Enrico Mendes,Araújo,2025-08,Suplemento Fortificado 250ml,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"14933,405"
Brenda Aparecida,Laís Nunes,Gonçalves Paulista,2025-08,Farinha Natural 1L,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"51971,623"
Vitor Hugo Leão,João Miguel Mendonça,Gomes de Gonçalves,2025-08,Farinha Refinado 1kg,Entregue,AgroPlus,Prazo,CIF,de 31 à 60,"10883,668"
Kevin Fogaça,Dr. Lucca Aparecida,Sales de Marques,2025-08,Milho Tradicional 250ml,Entregue,TerraForte,Prazo,CIF,de 31 à 60,"5249,659"
Melissa Oliveira,Giovanna Barbosa,Lopes dos Dourados,2025-08,Ração Premium 25kg,Entregue,NovaTech,Prazo,CIF,de 31 à 60,"781,205"
Manuela Barbosa,Matteo Dias,da Conceição da Prata,2025-08,Arroz Premium 10kg,Entregue,SmartAgro,Prazo,CIF,de 31 à 60,"93968,895"
Maria Helena Aragão,Allana Santos,Cassiano,2025-08,Fertilizante Especial 10kg,Entregue,VittaMais,Prazo,CIF,de 31 à 60,"25198,363"
Gustavo Barbosa,Maria Isis Vieira,Araújo de Dias,2025-08,Produto Orgânico Extra 500g,A Entregar,PrimeFood,Prazo,CIF,de 31 à 60,"2639,828"
Sophia Machado,Sra. Isis Castro,Fonseca,2025-08,Soja Especial 5L,A Entregar,BlueFarm,Pagamento à vista,CIF,até 30,"2249,854"
Maria Isis Lima,Maria Liz Fernandes,Brito da Mata,2025-08,Óleo Vegetal Extra 20kg,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"24748,392"
Joana Nascimento,Ana Beatriz Carvalho,Porto,2025-08,Arroz Tradicional 500g,Entregue,EcoLine,Prazo,CIF,de 31 à 60,"37797,544"
Sr. Mathias Casa Grande,João Montenegro,Santos,2025-08,Semente Especial 1kg,Entregue,VittaMais,Prazo,CIF,de 31 à 60,"4049,737"
Benicio da Cunha,Isabel Moura,Moraes,2025-08,Farinha Premium 500g,Entregue,NovaTech,Prazo,CIF,de 31 à 60,"8905,671"
José Rios,Caroline da Cunha,Pereira do Amparo,2025-08,Herbicida Premium 1kg,A Entregar,SkyMarket,Prazo,CIF,de 31 à 60,"524,966"
Bento Aragão,Bryan Pereira,Guerra,2025-08,Arroz Select 10kg,A Entregar,BlueFarm,Prazo,CIF,de 31 à 60,"2343,598"
Gustavo Pimenta,Dr. Erick Cavalcante,Pires de Goiás,2025-08,Ração Refinado 10kg,A Entregar,BioVida,Prazo,CIF,de 31 à 60,"3037,303"
Ágatha Rodrigues,Olívia Novaes,Cavalcante do Amparo,2025-08,Inseticida Premium 10kg,Entregue,TerraForte,Prazo,CIF,de 31 à 60,"19236,25"
Aurora Vargas,Mariane da Rocha,Mendes de Rios,2025-08,Milho Refinado 25kg,Entregue,NovaTech,Prazo,CIF,mais que 180,"5039,673"
Rafael Fernandes,Ísis Ribeiro,da Conceição do Norte,2025-08,Soja Integral 500g,Entregue,AgroPlus,Prazo,CIF,de 121 à 180,"16806,408"
Sr. Enzo da Mata,Isabela Castro,Fonseca,2025-08,Produto Orgânico Premium 25kg,A Entregar,BioVida,Prazo,FOB,até 30,"737,952"
João Costela,Ágatha Aparecida,Barbosa da Praia,2025-08,Soja Especial 5L,Entregue,SkyMarket,Prazo,CIF,mais que 180,"10416,261"
Ana Cecília Lima,Apollo Rezende,Ribeiro,2025-08,Óleo Vegetal Natural 20kg,Entregue,BioVida,Prazo,CIF,de 31 à 60,"4589,702"
Yasmin Garcia,Renan Garcia,Dias da Prata,2025-08,Farinha Natural 10kg,Entregue,VittaMais,Prazo,CIF,mais que 180,"5888,992"
Sophie Pastor,Carolina Carvalho,Barros,2025-08,Suplemento Fortificado 20kg,Entregue,NovaTech,Crédito Rural,CIF,de 31 à 60,"6942,674"
Dr. Asafe Albuquerque,Sr. Levi Macedo,Vargas de Goiás,2025-08,Óleo Vegetal Integral 1kg,Entregue,SmartAgro,Crédito Rural,CIF,de 31 à 60,"9000,821"
Arthur Gabriel Peixoto,Yan Mendonça,Jesus,2025-08,Adubo Select 25kg,Entregue,AgroPlus,Crédito Rural,CIF,de 31 à 60,"10822,922"
Ana Vitória Ribeiro,Ágatha Vargas,Rios de Goiás,2025-08,Soja Tradicional 5L,A Entregar,TerraForte,Prazo,CIF,mais que 180,"6071,9"
Luísa Porto,Kevin Jesus,Oliveira,2025-08,Óleo Vegetal Fortificado 10kg,Entregue,PrimeFood,Prazo,CIF,de 31 à 60,"13217,891"
Davi Luiz Montenegro,Marcos Vinicius Pinto,Souza de Minas,2025-08,Adubo Extra 250ml,Entregue,VittaMais,Prazo,CIF,de 31 à 60,"2952,933"
Eduardo Mendes,Matheus Fonseca,Azevedo,2025-08,Semente Especial 1kg,A Entregar,SmartAgro,Prazo,CIF,mais que 180,"8605,691"
Ana Beatriz Pinto,José Pedro Montenegro,Lima,2025-08,Adubo Natural 5L,A Entregar,AgroPlus,Prazo,FOB,mais que 180,"973,062"
Letícia Sampaio,Vitor Souza,da Conceição,2025-08,Adubo Especial 500g,A Entregar,SkyMarket,Prazo,FOB,mais que 180,"3880,998"
Henrique Almeida,Miguel Brito,Freitas,2025-09,Açúcar Tradicional 500g,Entregue,BioVida,Prazo,CIF,de 61 à 120,"10405,574"
